date,region,total_orders,revenue,gross_margin,net_profit,marketing_spend,r_and_d_spend,operational_costs,customer_satisfaction,active_customers,new_customers,repeat_customers,refunds,support_tickets,avg_resolution_hours,employee_count,avg_salary,inventory_turnover,delivery_delay_days,co2_emissions_tons,energy_consumption_mwh,governance_score,environmental_score,social_score
2016-08-29,North America,6686,620300,0.392,93906,27141,31114,208940,4.66,30898,3468,11612,115,317,21.1,864,6326,4.75,0.95,1940,1797,70.6,63.1,65.9
2016-08-30,Europe,4227,690722,0.476,67016,63154,36360,294865,3.23,23562,3158,9131,274,1031,25.4,947,3949,3.33,2.17,4852,844,90.0,85.6,58.5
2016-08-31,Asia-Pacific,5845,360619,0.328,114094,24054,19259,183733,4.26,51138,2021,3024,267,1045,6.4,467,4321,2.16,0.5,5626,957,85.3,85.8,83.4
2016-09-01,North America,7044,586928,0.412,201939,93564,14570,180441,4.74,39072,1620,3516,122,1713,25.2,884,4580,7.19,1.77,1746,2424,90.7,58.4,85.6
2016-09-02,Asia-Pacific,6454,551514,0.301,85399,28644,20096,303588,3.38,65365,2220,3914,141,1046,23.4,1183,7505,4.99,1.26,2408,521,66.5,75.5,86.1
2016-09-03,Latin America,5946,276601,0.31,167039,47545,24025,370829,4.83,46065,1544,7209,355,661,29.3,1150,5842,3.69,1.19,5418,1430,65.2,82.6,91.2
2016-09-04,Europe,8978,346496,0.368,135420,32371,29063,349268,4.85,55539,1744,13046,277,620,12.9,1144,6750,6.36,2.2,1879,2090,84.9,82.3,88.6
2016-09-05,Asia-Pacific,6406,723256,0.324,105864,81020,29788,333013,4.78,48605,3624,13021,220,891,33.6,745,3920,7.55,1.61,4298,2113,92.2,81.8,76.1
2016-09-06,Asia-Pacific,4765,738364,0.289,137517,48845,24235,170783,3.99,43261,1359,13572,92,1616,37.9,419,3796,5.7,0.42,1009,2274,88.2,72.0,72.5
2016-09-07,Latin America,8049,640013,0.31,160300,55713,38411,417562,3.85,38755,731,10306,92,372,35.5,668,4394,7.33,2.75,1944,454,92.9,71.4,86.0
2016-09-08,Asia-Pacific,2968,446409,0.258,142990,48896,35251,318685,4.4,62925,3603,8050,259,1148,16.9,889,4881,4.37,2.71,4295,869,60.4,91.8,93.4
2016-09-09,Asia-Pacific,6021,612570,0.412,68201,28015,15134,339816,3.74,27095,3395,4838,358,399,31.0,1008,3443,6.57,1.39,1631,2357,66.3,93.1,51.4
2016-09-10,Latin America,7735,593462,0.363,81998,90105,16490,193782,3.32,63000,1762,4152,304,1805,15.9,1137,3345,6.31,0.24,2635,1242,81.6,62.1,66.2
2016-09-11,North America,5840,474391,0.272,78361,49845,32197,409422,4.73,28258,2020,13479,246,555,34.8,570,4715,3.21,0.37,1864,905,74.8,94.8,80.1
2016-09-12,Latin America,3916,581964,0.289,155781,39006,47943,218223,4.28,34308,1790,11196,197,1638,16.3,512,7692,7.17,1.58,4322,1735,86.8,60.5,66.1
2016-09-13,North America,8031,299782,0.274,90745,45012,27253,358639,3.55,53763,2151,7884,324,1162,9.1,686,4641,7.32,0.43,4599,1420,62.4,86.5,84.3
2016-09-14,Europe,5413,364329,0.391,197975,84976,35650,242317,3.23,33563,2210,5751,393,461,20.6,1109,4159,6.6,1.44,3263,1011,82.1,59.2,85.6
2016-09-15,North America,4184,739431,0.272,183872,58296,26176,373648,4.43,54223,1000,5432,81,592,7.1,1252,3372,4.66,0.73,1167,840,92.5,80.0,80.7
2016-09-16,North America,8894,462461,0.423,107424,80307,30318,135280,4.65,55335,330,12165,399,461,24.3,918,3321,5.82,2.45,1612,2644,68.0,77.2,57.1
2016-09-17,Europe,7974,691064,0.255,113367,31815,16002,247553,3.89,35055,2284,5166,293,1168,23.9,631,7077,5.07,1.23,4860,1825,83.8,94.9,92.0
2016-09-18,North America,9064,470122,0.307,199967,31266,15132,151415,3.34,43791,3533,12703,340,1964,20.7,609,4739,2.02,1.26,1120,1941,72.0,75.7,64.8
2016-09-19,Latin America,4048,362514,0.455,133117,80221,38174,351613,4.3,67830,1985,10519,263,1632,24.9,1094,6184,2.08,0.27,3087,1201,73.0,80.3,94.0
2016-09-20,North America,8540,758892,0.415,105905,42078,13718,364685,3.7,55238,897,4582,50,1897,39.1,866,5065,3.38,2.03,1357,711,78.0,83.8,65.8
2016-09-21,Europe,8487,563745,0.267,182180,83271,42857,211996,3.44,41901,1162,4715,81,1466,16.6,1040,3770,8.39,2.37,3566,2165,70.6,84.0,57.2
2016-09-22,Latin America,8811,576314,0.439,170084,21521,41283,256951,4.07,27802,2215,14581,97,522,18.1,1170,3594,6.42,0.94,1145,2614,93.8,80.5,63.0
2016-09-23,Europe,7564,635418,0.363,153781,42039,53666,243324,4.02,67379,3544,15022,253,606,12.4,706,3121,4.73,1.93,2987,2787,61.5,86.4,86.7
2016-09-24,Europe,7666,693225,0.445,101006,67275,19239,296130,4.08,27293,2102,3470,318,313,9.0,390,3010,6.25,2.01,3955,2976,85.7,84.3,63.9
2016-09-25,Asia-Pacific,4636,313087,0.388,86290,80706,17858,135157,4.6,38090,1860,8408,388,1933,13.0,1240,4858,2.45,1.96,1110,2643,62.8,69.7,76.9
2016-09-26,Asia-Pacific,6981,630830,0.407,84819,90563,22471,284987,4.02,24508,3046,8376,276,870,10.1,438,3387,2.73,2.16,3596,2540,89.9,59.9,81.3
2016-09-27,Europe,5540,485495,0.479,97514,83258,30314,407947,4.73,32567,3683,5817,248,1503,18.4,955,3219,2.57,2.4,5164,2339,76.7,91.1,63.7
2016-09-28,Europe,5333,530475,0.303,77747,50344,14727,413443,4.63,43259,2937,9968,96,1836,10.9,933,4160,7.72,2.32,5616,2611,67.8,55.4,79.9
2016-09-29,Europe,5172,305390,0.394,193638,70509,22952,212567,4.31,60888,1529,4490,159,526,21.7,656,5466,9.0,1.81,4613,2156,77.2,63.1,57.0
2016-09-30,Asia-Pacific,9282,504464,0.356,198516,55617,37272,131201,3.3,65782,651,6707,14,1782,12.9,479,3430,3.56,2.83,2129,1368,93.4,77.0,78.4
2016-10-01,Asia-Pacific,7743,504322,0.259,202698,93143,31002,224322,4.67,28910,862,8145,121,444,18.1,1210,5081,5.38,2.39,1412,2672,65.7,86.5,79.5
2016-10-02,North America,7248,524126,0.253,168446,89845,50046,325500,4.74,28886,1834,14469,327,1968,6.9,1041,7414,2.93,2.69,4782,736,81.2,63.5,51.5
2016-10-03,North America,9194,751647,0.277,189210,90165,39526,400852,3.84,49442,3228,9578,168,956,8.2,481,6336,8.17,1.62,2492,2406,76.6,80.4,63.2
2016-10-04,Europe,6687,533115,0.399,102318,62075,29254,288074,4.09,59635,2874,8288,56,1085,25.3,1150,7370,3.09,2.16,5041,2147,84.4,70.1,50.3
2016-10-05,Latin America,6246,757608,0.38,180389,46183,22084,386561,3.68,47075,2983,14151,302,1122,23.5,594,4433,5.67,2.62,4956,726,66.1,55.1,85.7
2016-10-06,Latin America,3606,451096,0.377,125795,33782,49265,211739,3.23,53908,1119,7457,376,782,8.5,937,4197,6.07,1.71,2589,2530,80.8,83.6,70.1
2016-10-07,Asia-Pacific,6917,744345,0.257,183456,66603,27383,229097,4.02,43066,3004,7180,35,1882,13.2,948,4335,5.36,2.65,779,2417,89.8,80.0,69.2
2016-10-08,Asia-Pacific,7147,551324,0.358,92411,71356,17380,136252,3.42,58439,1991,10526,224,732,10.4,416,5679,2.43,2.23,1597,2115,60.9,57.2,70.6
2016-10-09,Asia-Pacific,5645,470626,0.463,94682,54486,22582,409184,3.51,28300,792,5569,308,541,32.3,660,7778,6.8,2.31,5603,1893,88.1,89.8,68.2
2016-10-10,Europe,2870,676266,0.341,170927,89603,32476,161786,4.02,32500,3594,12504,70,1218,15.9,827,6485,8.2,2.8,3617,1978,76.6,61.8,57.4
2016-10-11,Latin America,6046,490714,0.394,178596,82142,25203,165223,4.67,39952,3132,11738,393,915,17.4,1037,7647,2.63,1.12,5065,1061,66.7,87.2,79.8
2016-10-12,North America,9304,420559,0.429,203497,74899,37937,126105,4.64,62228,3766,10915,334,576,27.3,1184,7278,7.1,1.87,2160,785,81.3,71.1,91.3
2016-10-13,Europe,4087,601138,0.43,162703,82651,43309,388470,4.84,48130,3937,11024,391,1992,14.4,1283,3441,7.75,0.96,4943,1081,70.5,63.7,94.4
2016-10-14,North America,9487,289844,0.369,193089,74966,40004,248626,4.02,53564,3780,5507,136,1511,16.4,810,6527,3.14,1.68,2359,2360,94.5,78.4,85.9
2016-10-15,North America,5487,345380,0.447,78195,91110,23618,403604,4.14,57631,1406,13103,298,985,32.3,513,3489,8.96,1.44,4010,1397,69.5,73.0,67.5
2016-10-16,Europe,3228,518119,0.34,197893,73275,33154,150849,4.6,45445,1065,5259,253,399,32.2,679,6020,4.09,1.48,1227,2115,85.0,91.0,75.3
2016-10-17,North America,9638,551232,0.454,176598,88286,52476,384918,4.39,50402,644,9924,73,821,25.0,945,5340,4.17,0.78,1332,773,77.6,80.8,50.6
2016-10-18,Latin America,8391,339313,0.305,92690,29438,12941,247266,3.51,68023,2918,9502,186,1407,23.2,862,7061,5.97,1.95,5213,822,73.8,87.8,66.0
2016-10-19,North America,3967,305958,0.314,153438,83937,53628,217046,3.88,39711,4118,10506,102,1376,8.9,958,6768,7.73,2.43,2176,1549,78.4,56.7,80.2
2016-10-20,Latin America,5662,304106,0.262,161438,87423,37286,374921,4.78,31659,1772,8493,132,1450,20.0,493,5126,5.21,0.95,2578,2033,70.7,74.0,90.3
2016-10-21,Latin America,9349,418016,0.433,149848,62140,45055,318432,3.45,56217,2917,14992,24,946,12.4,1245,7706,5.82,0.55,3362,1014,76.2,68.0,55.0
2016-10-22,Latin America,9470,373802,0.346,171480,44826,46924,385960,3.56,32677,2015,11267,285,1609,29.7,703,7994,6.32,0.92,3577,2150,73.1,61.4,54.1
2016-10-23,Asia-Pacific,5746,410508,0.303,88235,69136,29733,357698,3.88,35112,2083,12691,31,354,25.9,561,4692,7.55,2.31,5388,2484,82.6,94.0,56.9
2016-10-24,North America,3794,422337,0.303,159372,77248,29197,345771,4.8,63749,3627,6465,275,1055,16.4,777,6543,6.53,0.38,1140,991,85.3,82.6,56.5
2016-10-25,Europe,4004,744623,0.457,127732,38329,53687,313571,3.39,36168,1928,4847,192,876,22.3,627,3556,3.18,1.93,6141,1463,86.9,67.4,85.3
2016-10-26,Europe,3615,431204,0.442,199371,65931,23702,312587,4.34,28598,722,11361,361,1344,18.0,981,5646,6.2,2.5,5870,1106,87.5,72.3,82.0
2016-10-27,North America,5782,530998,0.377,122281,66981,40887,137167,3.42,60385,2790,4949,146,1074,7.6,498,5376,3.49,2.44,2703,2617,72.4,75.6,90.7
2016-10-28,Asia-Pacific,6948,308467,0.392,96387,26987,45001,354989,4.09,25380,914,3555,40,1623,31.7,500,4537,5.05,2.97,1018,2325,81.5,55.6,63.2
2016-10-29,Asia-Pacific,3730,648755,0.359,108391,38323,46052,129354,4.11,40986,1803,13648,224,1135,36.1,1047,3398,8.06,2.41,5317,1908,77.7,86.0,80.6
2016-10-30,Latin America,8017,533270,0.34,192724,80890,40191,154511,3.27,36690,2798,12762,361,658,37.4,933,7753,2.87,0.58,989,2119,82.4,87.3,66.4
2016-10-31,North America,4681,663500,0.461,148582,73936,46841,379757,4.82,53329,1052,9489,339,442,32.0,968,6740,4.53,1.17,4944,2222,72.4,84.0,56.2
2016-11-01,North America,6059,500423,0.279,116367,64928,50543,182619,4.57,39528,472,4688,221,909,33.2,522,4760,5.93,0.81,2043,1360,66.7,70.1,85.4
2016-11-02,Europe,5216,521292,0.346,146709,36406,33451,136430,3.71,29064,3812,9269,236,1325,4.1,793,4373,8.1,1.25,2446,2400,85.4,59.0,78.1
2016-11-03,North America,2976,349503,0.329,75451,51646,35219,417315,3.42,51241,630,6598,194,656,31.7,673,5266,7.45,1.98,4116,1672,73.2,55.2,81.6
2016-11-04,Asia-Pacific,3893,381482,0.365,172372,49588,46086,387505,3.79,60844,1162,2968,84,942,13.5,913,6740,4.97,1.01,5511,2904,85.6,72.5,57.3
2016-11-05,North America,7263,459605,0.355,131321,68048,36972,150774,4.72,55598,2230,5612,180,751,7.2,1267,4661,5.5,0.56,686,696,84.8,93.0,79.0
2016-11-06,Europe,6909,505697,0.369,153463,30594,18550,397090,3.43,34267,799,5019,241,346,21.8,664,5346,7.92,2.2,5695,2571,94.8,73.6,63.9
2016-11-07,Latin America,6473,543222,0.282,205139,85778,30310,200777,3.79,26864,3627,9107,83,1052,23.7,561,5714,8.14,0.53,807,1433,72.8,90.9,61.3
2016-11-08,Europe,8516,697841,0.368,188813,41258,36859,303007,4.04,67077,2486,3693,262,726,20.4,1130,5202,5.7,2.85,1588,2762,83.9,78.8,79.2
2016-11-09,Europe,9016,671292,0.306,72754,38923,16986,369402,3.26,24950,3515,6209,307,1167,26.8,626,4653,3.39,1.93,1398,481,84.3,79.9,51.1
2016-11-10,Latin America,5110,756346,0.292,168401,49443,21756,263461,3.66,51229,1299,3397,83,1862,29.1,926,6036,5.49,2.34,3620,1528,92.9,87.1,90.7
2016-11-11,Europe,7242,464900,0.265,84419,83033,17600,399363,4.21,34502,3977,14887,238,1199,7.2,961,4026,8.49,2.51,4513,2880,77.5,66.5,57.3
2016-11-12,Europe,9708,280981,0.425,153217,75688,41553,138531,3.75,40673,899,9130,208,1871,25.4,766,7966,6.27,2.0,4855,478,83.3,76.2,68.9
2016-11-13,North America,6949,476632,0.348,195473,37869,50913,294907,4.68,27899,3078,6882,221,1150,4.1,465,5035,7.41,2.17,5250,574,86.4,58.6,74.5
2016-11-14,North America,8305,644904,0.394,83718,95818,37042,194515,4.79,27174,2280,8568,93,1165,19.1,1180,3652,2.13,2.41,1651,1067,94.6,93.2,87.6
2016-11-15,Latin America,6898,541716,0.417,202705,91708,51651,276607,3.95,61308,3175,9574,209,1147,5.8,397,4083,6.44,1.47,1267,2915,76.1,94.8,60.0
2016-11-16,North America,4428,707118,0.406,185991,56816,32271,128310,4.1,64111,2741,3238,154,991,19.1,1081,3595,6.19,0.21,4574,974,69.0,77.8,91.5
2016-11-17,North America,4947,628647,0.358,149614,25351,17204,366005,4.27,47609,570,12589,226,1240,8.7,828,3848,5.3,2.91,1101,1392,81.2,91.9,63.3
2016-11-18,Europe,9229,434198,0.339,189227,36312,48318,368995,4.33,51934,3306,5627,246,787,29.9,522,5933,6.75,0.88,5089,2344,75.2,88.4,74.2
2016-11-19,Asia-Pacific,2847,364507,0.336,172540,86133,16751,354290,3.31,27477,1130,14110,267,1886,36.2,577,3488,8.04,0.62,5362,2731,63.4,76.0,57.6
2016-11-20,North America,3989,675461,0.397,87841,22245,33481,413573,3.29,36451,3559,13783,238,1665,8.4,725,5994,8.5,2.77,1542,518,75.6,79.8,78.0
2016-11-21,Asia-Pacific,6393,415694,0.364,95163,79981,35667,369757,4.67,44853,3054,8602,307,971,30.0,776,5370,3.8,1.72,866,2827,84.3,84.2,57.1
2016-11-22,North America,4322,759988,0.445,179336,36826,38630,190272,3.57,38752,694,4157,115,1069,7.6,1216,7964,5.53,0.97,3161,1780,76.1,68.3,53.8
2016-11-23,North America,7487,449086,0.451,180514,45267,53011,366557,4.19,46670,962,11053,200,828,18.5,865,4429,4.11,2.81,1090,619,80.0,67.4,72.1
2016-11-24,Latin America,6693,651252,0.289,92544,32319,16485,300313,4.26,32098,940,6064,148,1602,25.8,923,4228,4.93,2.6,2840,2877,84.8,88.1,81.4
2016-11-25,Latin America,6968,454705,0.281,171443,28261,15739,406392,3.48,56321,3450,11277,261,471,22.4,622,3320,5.49,1.48,1266,2440,77.8,62.5,58.4
2016-11-26,Latin America,7805,697617,0.395,83863,52532,45264,258678,4.49,29868,1828,3906,221,1625,4.2,1014,6826,7.5,2.88,4111,762,63.4,64.5,52.5
2016-11-27,Asia-Pacific,7672,586712,0.319,115554,82423,48215,260659,4.67,62689,2375,7427,136,1719,15.8,840,3936,8.41,0.46,1801,2469,84.2,78.7,51.9
2016-11-28,Europe,8278,330232,0.254,179309,59735,17294,152869,3.69,39377,2122,14564,258,865,19.9,935,5147,6.11,2.83,2739,2492,66.8,70.9,50.1
2016-11-29,North America,3354,507622,0.454,139641,31627,53784,164040,4.69,68615,3791,10979,82,824,16.9,695,4604,8.95,1.49,5033,883,85.1,60.2,60.5
2016-11-30,North America,6525,579916,0.302,115979,47809,26093,125358,3.34,48611,802,13482,182,1263,27.3,942,5032,5.97,1.49,4510,1545,70.7,94.4,89.0
2016-12-01,North America,8317,499464,0.464,147436,90582,18496,394945,4.56,24020,2558,5681,166,1650,35.8,873,7422,7.64,1.47,5868,1456,78.8,73.9,70.3
2016-12-02,Asia-Pacific,9318,699240,0.415,165108,55110,34120,375794,4.29,62662,1103,10751,171,1057,27.4,753,3241,2.97,1.41,2809,758,62.3,95.0,91.5
2016-12-03,Latin America,4774,685368,0.425,132514,63745,24203,187716,4.19,62167,2950,3475,104,749,24.4,1083,5092,2.05,1.7,3188,834,70.0,73.1,61.2
2016-12-04,Europe,6283,612841,0.296,71252,57882,30050,227298,3.59,44918,2376,9693,355,1082,7.7,554,3749,2.19,2.99,4558,1141,92.4,86.4,94.3
2016-12-05,Asia-Pacific,7711,382227,0.304,73697,25702,34885,233347,3.82,42184,3858,5566,386,361,15.3,558,7060,8.24,0.24,3668,1913,78.4,83.2,87.1
2016-12-06,Latin America,5074,575273,0.37,81814,85064,25894,365683,4.75,42023,3396,9178,245,1524,22.8,604,4457,2.52,1.6,5145,2448,91.8,68.0,85.3
2016-12-07,Asia-Pacific,8617,478106,0.29,159625,42399,18880,348881,3.99,67087,2795,13795,29,963,37.5,803,6239,6.29,0.99,5019,2017,92.9,58.3,76.8
2016-12-08,Europe,5948,383975,0.32,203717,25875,37594,126200,4.21,28174,1215,14151,81,1393,13.6,973,5160,6.03,0.68,5000,1346,69.7,61.1,58.8
2016-12-09,Latin America,2984,386363,0.324,146700,45553,24044,365215,4.79,46225,1433,10845,79,796,14.8,1101,5672,7.46,2.79,2314,2695,91.7,56.5,92.8
2016-12-10,Asia-Pacific,5661,704741,0.287,92138,74095,41283,145080,3.99,67320,1138,12613,209,1138,24.4,699,4309,4.19,1.28,4016,992,83.0,81.3,86.5
2016-12-11,Europe,7780,571163,0.297,177087,70185,34657,206567,3.86,46231,3840,6967,382,507,36.2,976,4569,4.47,1.73,2553,2536,79.0,57.6,87.5
2016-12-12,North America,3711,621864,0.431,183454,36843,22696,166692,4.72,50465,946,12520,192,1788,22.6,597,6072,4.47,2.81,5367,1746,74.2,66.8,89.9
2016-12-13,Europe,4063,469939,0.288,95111,89297,46843,270752,4.75,54264,757,6587,317,1801,8.6,523,5465,3.18,1.54,5748,2469,68.8,59.6,61.6
2016-12-14,North America,9671,577604,0.257,110160,52162,21957,328629,3.8,48685,1602,14161,34,755,4.9,1146,7282,3.46,1.01,2192,1570,74.0,78.3,89.1
2016-12-15,Asia-Pacific,3723,428785,0.395,202384,82400,45136,148119,4.21,30046,729,2941,75,1454,35.8,624,4926,3.38,0.47,4442,1615,82.9,83.1,72.1
2016-12-16,Latin America,3629,349726,0.474,142550,61295,39580,277295,4.84,38179,2397,6642,293,772,27.5,1280,7544,3.02,1.88,2114,1558,72.7,72.8,79.4
2016-12-17,Latin America,5678,339027,0.326,92768,42810,21236,217874,3.29,62632,2837,12258,354,968,10.4,988,5729,7.4,2.75,5177,1816,72.3,93.3,93.2
2016-12-18,Asia-Pacific,4859,272214,0.277,200005,93515,28624,178134,3.27,46375,3160,8099,285,1600,29.5,1100,3977,6.27,0.43,3024,2470,79.0,65.8,90.4
2016-12-19,Latin America,5415,503749,0.381,66573,90089,17668,138382,4.08,38988,2851,8759,335,353,29.3,703,7849,5.98,1.45,5103,1728,61.6,94.7,61.2
2016-12-20,Latin America,7714,589471,0.458,85363,61124,36823,267916,3.7,41483,2029,3572,46,1713,31.3,1018,4298,6.74,2.06,2918,630,81.4,78.4,83.0
2016-12-21,North America,4071,329331,0.43,149128,91944,23615,270011,4.19,47244,2846,9929,25,1188,35.9,397,3022,4.41,0.48,3880,859,70.2,89.4,87.3
2016-12-22,Asia-Pacific,3215,606903,0.393,84064,31223,32768,381076,4.43,55751,1661,10767,192,514,7.8,787,6137,7.11,0.42,3988,2398,77.2,59.8,69.9
2016-12-23,Europe,4733,326796,0.322,136712,25784,22193,283665,3.32,24443,780,10324,365,310,38.4,589,4109,3.91,0.77,2252,2652,89.0,94.3,54.8
2016-12-24,North America,2837,479129,0.375,158210,42893,23306,194429,4.7,51763,2805,14554,265,753,39.9,913,5979,7.72,0.57,2028,2387,87.7,85.2,64.1
2016-12-25,Asia-Pacific,3277,334078,0.271,87556,30082,45432,333978,3.67,47586,2174,11006,202,710,2.6,902,7016,6.31,1.26,3177,2274,70.2,78.8,83.0
2016-12-26,North America,7505,682333,0.406,83130,93937,37526,388745,3.85,28637,1774,10691,343,1030,5.5,1243,7423,7.75,1.35,1315,752,61.8,55.2,76.4
2016-12-27,Europe,6808,534832,0.417,84492,56188,19614,172131,3.77,59744,2930,13588,23,883,18.5,1126,4976,2.38,1.47,4859,2363,73.2,55.2,84.7
2016-12-28,Europe,7584,434409,0.472,81796,22772,51988,358090,4.63,40867,1972,8064,33,408,3.3,567,6007,7.9,1.58,3217,2214,64.1,61.8,90.3
2016-12-29,Asia-Pacific,5524,354403,0.31,133667,83988,13963,394053,3.49,46561,3325,11756,92,326,29.9,817,4162,2.71,0.36,2584,1481,75.1,71.3,64.7
2016-12-30,Europe,7719,430150,0.254,145499,73668,22921,181895,3.25,63961,1681,14112,303,1739,26.7,1121,5282,6.68,2.06,2847,2019,89.0,66.8,81.0
2016-12-31,North America,4439,586763,0.375,186592,85988,17809,421023,4.85,62725,1726,13235,245,648,31.5,944,3773,3.6,2.25,4219,874,71.3,89.0,54.4
2017-01-01,Europe,2944,682693,0.413,166678,27006,39131,268091,4.87,65338,1534,8746,347,1305,39.9,799,3873,2.33,0.58,3235,2826,88.4,85.1,79.9
2017-01-02,North America,4740,454732,0.432,179016,75171,35582,268059,3.64,41624,1344,12994,274,1612,37.5,929,6049,3.82,0.84,4587,1516,93.9,90.7,51.6
2017-01-03,North America,6378,402527,0.295,79679,29174,28008,284535,3.22,58103,3547,12716,253,816,13.4,715,4009,4.82,0.99,2693,2626,83.7,70.0,61.3
2017-01-04,Europe,4941,611804,0.31,204190,60246,21423,230656,4.3,67260,896,8677,264,1809,17.1,946,4744,3.01,1.37,4182,1276,89.7,86.5,70.2
2017-01-05,Asia-Pacific,7197,507433,0.368,188937,62048,43462,324878,4.3,61810,2534,10555,386,1588,31.5,570,5275,2.7,1.32,3545,1844,89.5,88.7,88.0
2017-01-06,Latin America,3765,753094,0.326,141693,83691,24593,134547,4.8,40402,3452,13940,324,1311,16.7,517,4720,8.96,0.78,2507,1623,60.7,94.9,56.7
2017-01-07,Europe,6541,759172,0.448,169127,84443,25172,139232,3.71,47158,2862,10012,316,1976,28.5,1158,3081,2.56,0.41,1501,1594,83.2,86.1,85.1
2017-01-08,North America,9405,357124,0.359,141176,26259,35125,401079,3.52,29321,490,8834,118,524,36.9,661,3672,3.33,1.01,1820,2166,87.0,89.3,75.4
2017-01-09,North America,7058,753936,0.434,83364,66403,15331,138128,4.25,65301,1176,14083,316,649,17.4,1049,5236,3.77,2.38,855,2813,75.5,67.2,70.6
2017-01-10,Europe,7429,746959,0.384,155760,40386,27245,125833,4.16,26679,3152,12014,284,1412,23.3,758,7113,4.22,0.36,2103,929,89.6,81.8,78.9
2017-01-11,Asia-Pacific,7048,512549,0.428,117579,70786,18103,217846,4.42,64598,1195,3939,327,945,34.0,843,4030,2.92,1.23,3279,751,83.2,81.5,65.5
2017-01-12,Asia-Pacific,4814,738651,0.327,88175,23508,33630,133198,4.7,30770,636,7702,264,1426,20.2,412,4220,7.88,0.74,4547,1619,84.0,78.3,94.8
2017-01-13,North America,8772,630667,0.441,83853,61681,39729,154745,4.15,42893,1031,7808,254,629,13.0,775,7495,8.47,2.2,1144,696,74.3,93.5,55.0
2017-01-14,North America,6072,625163,0.313,164794,89579,20046,335137,3.46,53019,1855,14308,275,1448,11.8,696,7830,5.84,1.13,1504,997,90.9,71.7,56.2
2017-01-15,Asia-Pacific,4481,594538,0.376,190915,80273,14272,229811,4.22,35086,2167,12809,140,1256,4.7,566,6012,5.97,1.31,2162,928,73.3,89.7,89.8
2017-01-16,Latin America,3075,692133,0.299,164242,57745,27403,302583,3.84,61821,907,9474,154,1627,14.6,593,3073,8.96,2.77,2855,2785,65.1,57.2,59.9
2017-01-17,Europe,9458,618163,0.359,175364,77823,49551,330190,3.97,51307,1821,10862,352,382,28.1,392,7094,8.19,1.91,4636,1592,71.0,71.4,52.7
2017-01-18,North America,8966,289278,0.323,71259,74500,47357,286035,4.83,51820,361,14362,228,566,4.2,693,3412,4.85,2.51,3985,2030,74.0,57.9,90.1
2017-01-19,North America,7306,620777,0.311,190290,26533,48482,420851,4.14,36552,1688,12676,82,1724,12.4,565,3412,7.31,2.12,5115,2905,86.3,78.8,52.8
2017-01-20,Asia-Pacific,4029,346484,0.472,129721,48484,26223,244971,3.45,63379,2838,7567,206,1709,6.2,702,3259,3.86,2.89,4727,2005,63.0,78.7,88.7
2017-01-21,Europe,7734,742588,0.287,155447,70191,42822,126359,3.95,33939,2236,11294,92,1684,17.4,1248,4088,2.36,1.8,2973,2257,83.0,68.9,73.9
2017-01-22,Asia-Pacific,6702,405894,0.431,108396,64674,17173,364632,3.59,56624,1034,9806,358,1380,5.5,1234,3987,2.16,0.9,1979,2775,77.9,91.2,74.0
2017-01-23,Europe,6039,707601,0.476,75706,86486,49588,134159,3.43,36613,3066,8710,280,1098,30.3,1050,7736,5.77,2.14,2365,1473,71.1,61.5,55.9
2017-01-24,Europe,3356,431372,0.255,167930,29926,17668,136755,4.41,28620,3654,4125,115,1700,37.3,980,7601,5.5,2.5,2143,725,73.8,73.6,78.4
2017-01-25,Europe,8463,337292,0.411,107130,68463,15266,391817,4.27,52066,3250,14484,109,486,9.3,518,4154,3.06,2.91,1732,1603,84.4,78.6,66.7
2017-01-26,North America,5572,446472,0.308,203085,79117,38664,163149,4.05,61270,3115,4780,193,778,11.5,612,5801,7.97,1.93,3520,1387,81.0,62.9,66.3
2017-01-27,Latin America,8407,766024,0.259,95346,68628,19552,420021,3.92,31234,2015,6625,341,985,8.1,693,3065,6.08,2.5,4999,565,62.5,87.8,81.4
